crate,downloads,recent_downloads,updated_at,created_at,max_version,description,repository
tokio-codec,12189613,348157,2020-02-05T00:26:24.605202Z,2017-03-14T05:55:59.813168Z,0.2.0-alpha.6,"Utilities for encoding and decoding frames.
",https://github.com/tokio-rs/tokio
ab_glyph_rasterizer,12184537,2375159,2023-01-13T09:17:23.566939Z,2020-04-10T11:56:18.041723Z,0.1.8,"Coverage rasterization for lines, quadratic & cubic beziers",https://github.com/alexheretic/ab-glyph
cranelift-isle,12178080,2075164,2025-03-20T14:48:09.106852Z,2021-12-13T19:49:21.780826Z,0.118.0,ISLE: Instruction Selection and Lowering Expressions. A domain-specific language for instruction selection in Cranelift.,https://github.com/bytecodealliance/wasmtime/tree/main/cranelift/isle
ndk-sys,12153836,3467923,2024-04-26T15:14:59.325509Z,2020-04-22T21:39:01.106532Z,0.6.0+11769913,FFI bindings for the Android NDK,https://github.com/rust-mobile/ndk
console_log,12150990,4547350,2023-03-10T04:23:52.901965Z,2019-01-01T05:10:54.595689Z,1.0.0,A logging facility that routes Rust log messages to the browser's console.,https://github.com/iamcodemaker/console_log
encoding-index-japanese,12145076,592414,2015-12-16T00:01:49.263868Z,2014-11-14T16:56:56.447532Z,1.20141219.5,Index tables for Japanese character encodings,
encoding-index-korean,12143004,592188,2015-12-16T00:01:49.263868Z,2014-11-14T16:56:31.474187Z,1.20141219.5,Index tables for Korean character encodings,
encoding-index-simpchinese,12142824,592167,2015-12-16T00:01:49.263868Z,2014-11-14T16:57:19.594597Z,1.20141219.5,Index tables for simplified Chinese character encodings,
encoding-index-tradchinese,12141209,592134,2015-12-16T00:01:49.263868Z,2014-11-14T16:57:30.197092Z,1.20141219.5,Index tables for traditional Chinese character encodings,
encoding-index-singlebyte,12135838,591856,2015-12-16T00:01:49.263868Z,2014-11-14T16:57:10.353653Z,1.20141219.5,Index tables for various single-byte character encodings,
wasmtime,12113669,1573122,2025-03-20T14:51:56.368360Z,2018-10-30T20:47:48.952444Z,31.0.0,High-level API to expose the Wasmtime runtime,https://github.com/bytecodealliance/wasmtime
encoding_index_tests,12100794,590984,2015-12-16T00:01:49.263868Z,2014-11-14T15:06:13.938932Z,0.1.4,Helper macros used to test index tables for character encodings,
kube-derive,12087902,3733801,2025-03-12T15:11:18.943824Z,2020-03-05T09:46:45.831427Z,0.99.0,Custom derives for the kube kubernetes crates,https://github.com/kube-rs/kube
attohttpc,12081165,1764108,2025-03-12T02:23:24.941204Z,2019-03-23T01:45:31.172639Z,0.29.2,Small and lightweight HTTP client,https://github.com/sbstp/attohttpc
serde-xml-rs,12068090,1240221,2022-08-31T18:35:59.526629Z,2017-02-17T17:40:07.847608Z,0.6.0,xml-rs based deserializer for Serde (compatible with 0.9+),https://github.com/RReverser/serde-xml-rs
rust-embed-utils,12044502,2448053,2025-04-10T17:35:41.214814Z,2019-07-05T04:57:11.066858Z,8.7.0,Utilities for rust-embed,https://github.com/pyros2097/rust-embed
askama_derive,12024749,1841598,2025-03-27T16:51:08.160146Z,2017-02-15T19:42:14.703577Z,0.13.0,Procedural macro package for Askama,https://github.com/askama-rs/askama
error-code,11995825,2653675,2024-09-10T00:08:02.432376Z,2020-01-11T22:13:56.731346Z,3.3.1,Error code,https://github.com/DoumanAsh/error-code
slog-json,11983498,1246579,2022-03-21T18:11:23.119992Z,2016-07-11T07:06:42.600533Z,2.6.1,JSON drain for slog-rs,https://github.com/slog-rs/json
libfuzzer-sys,11976568,3913332,2025-01-28T17:32:43.805700Z,2019-09-10T21:47:52.433899Z,0.4.9,A wrapper around LLVM's libFuzzer runtime.,https://github.com/rust-fuzz/libfuzzer
core-graphics-types,11975336,2678232,2024-08-11T11:18:55.772965Z,2020-07-20T16:57:57.396676Z,0.2.0,Bindings for some fundamental Core Graphics types,https://github.com/servo/core-foundation-rs
supports-unicode,11974183,1863446,2024-02-04T03:00:37.144466Z,2021-09-11T07:00:55.892340Z,3.0.0,Detects whether a terminal supports unicode.,https://github.com/zkat/supports-unicode
askama,11970336,1832034,2025-03-27T16:51:33.905916Z,2017-02-15T19:34:56.689248Z,0.13.0,"Type-safe, compiled Jinja-like templates for Rust",https://github.com/askama-rs/askama
byteorder-lite,11964919,7016596,2024-04-07T19:09:06.481843Z,2024-04-07T19:09:06.481843Z,0.1.0,Library for reading/writing numbers in big-endian and little-endian.,https://github.com/image-rs/byteorder-lite
foreign-types-macros,11959111,2984291,2023-03-26T17:42:18.846336Z,2019-03-04T17:47:22.329574Z,0.2.3,An internal crate used by foreign-types,https://github.com/sfackler/foreign-types
sval_json,11949657,2967203,2025-03-24T08:32:54.650023Z,2018-12-03T01:08:40.144106Z,2.14.1,JSON support for sval,https://github.com/sval-rs/sval
gix-utils,11940641,2727709,2025-04-04T01:59:15.642546Z,2023-04-19T07:37:08.499031Z,0.2.0,A crate with `gitoxide` utilities that don't need feature toggles,https://github.com/GitoxideLabs/gitoxide
tokio-uds,11927010,376209,2020-07-01T20:40:33.134556Z,2016-09-10T01:04:19.834404Z,0.3.0-alpha.1,"Unix Domain sockets for Tokio
",https://github.com/tokio-rs/tokio
embedded-io,11897703,4436555,2023-10-22T19:47:21.617118Z,2022-05-06T23:37:03.839202Z,0.6.1,Embedded IO traits,https://github.com/rust-embedded/embedded-hal
sval_fmt,11895799,2960530,2025-03-24T08:30:15.045223Z,2023-03-24T04:44:54.933005Z,2.14.1,Integration between std::fmt::Debug and sval::Value,https://github.com/sval-rs/sval
sval_dynamic,11894647,2960545,2025-03-24T08:30:36.709217Z,2023-03-24T04:43:53.094180Z,2.14.1,Object-safe versions of sval::Stream and sval::Value,https://github.com/sval-rs/sval
sval_buffer,11887125,2960080,2025-03-24T08:31:44.393903Z,2023-03-24T05:21:50.885272Z,2.14.1,Value buffering for sval,https://github.com/sval-rs/sval
wayland-cursor,11885403,3085906,2025-01-31T18:39:23.585324Z,2019-09-14T09:01:06.634283Z,0.31.8,Bindings to libwayland-cursor.,https://github.com/smithay/wayland-rs
sval_serde,11882227,2959493,2025-03-24T08:33:41.136605Z,2023-03-24T05:23:24.937848Z,2.14.1,Integration between serde::Serialize and sval::Value,https://github.com/sval-rs/sval
prettytable-rs,11878855,1273484,2022-12-27T10:39:23.283494Z,2015-06-17T21:43:24.553194Z,0.10.0,A library for printing pretty formatted tables in terminal,https://github.com/phsym/prettytable-rs
plist,11878052,1874517,2025-03-24T21:58:54.571809Z,2015-08-04T14:48:05.134399Z,1.7.1,A rusty plist parser. Supports Serde serialization.,https://github.com/ebarnard/rust-plist/
stdweb,11861632,440672,2019-10-10T19:27:40.574687Z,2017-03-12T20:09:31.453976Z,0.4.20,A standard library for the client-side Web,https://github.com/koute/stdweb
sval_ref,11861487,2959651,2025-03-24T08:31:21.915537Z,2023-04-10T04:20:07.093409Z,2.14.1,A variant of sval::Value for types with internal references,https://github.com/sval-rs/sval
value-bag-sval2,11838029,2945996,2025-03-26T05:07:52.900959Z,2023-03-29T01:26:08.141711Z,1.11.1,Implementation detail for value-bag,
str_stack,11828003,3963281,2015-12-11T23:56:18.321051Z,2015-11-14T21:27:53.971288Z,0.1.0,"A string allocator for allocating many write-once strings.

This library is primarily useful for parsing where you need to repeatedly build
many strings, use them, and then throw them away. Instead of allocating many independent strings, this library will put them all in the same buffer.
",https://github.com/Stebalien/str_stack
synom,11794344,498617,2017-03-01T23:55:10.132740Z,2017-02-19T19:51:29.241742Z,0.11.3,Stripped-down Nom parser used by Syn,https://github.com/dtolnay/syn
derive-where,11751850,4065375,2023-12-14T15:44:59.757904Z,2021-12-08T20:11:17.268105Z,1.2.7,Deriving with custom trait bounds,https://github.com/ModProg/derive-where
bb8,11727758,4769470,2024-12-09T08:26:04.788751Z,2019-03-17T22:11:09.774032Z,0.9.0,Full-featured async (tokio-based) connection pool (like r2d2),https://github.com/djc/bb8
tokio-udp,11723783,331877,2020-02-04T23:49:54.847209Z,2018-02-01T17:45:37.036442Z,0.2.0-alpha.1,"UDP bindings for tokio.
",https://github.com/tokio-rs/tokio
prometheus-client,11709509,2215332,2025-01-15T18:03:22.641632Z,2022-01-13T20:06:26.302252Z,0.23.1,Open Metrics client library allowing users to natively instrument applications.,https://github.com/prometheus/client_rust
glib-macros,11703801,1903952,2024-12-16T21:14:32.455346Z,2020-07-04T12:19:07.524986Z,0.20.7,"Rust bindings for the GLib library, proc macros crate",https://github.com/gtk-rs/gtk-rs-core
axum-extra,11692824,2789127,2025-03-28T16:29:38.777666Z,2021-12-02T19:09:53.031841Z,0.10.1,Extra utilities for axum,https://github.com/tokio-rs/axum
faster-hex,11651074,2875261,2024-09-14T06:29:11.794302Z,2018-10-30T07:29:48.231363Z,0.10.0,Fast hex encoding.,https://github.com/NervosFoundation/faster-hex
graphql-introspection-query,11634918,2385935,2021-07-04T08:09:23.753066Z,2020-03-13T08:32:30.142955Z,0.2.0,GraphQL introspection query and response types.,https://github.com/graphql-rust/graphql-client
zune-jpeg,11626447,6068669,2024-12-12T13:58:43.744669Z,2022-05-09T16:17:56.849281Z,0.5.0-rc2,"A fast, correct and safe jpeg decoder",https://github.com/etemesi254/zune-image/tree/dev/crates/zune-jpeg
task-local-extensions,11605241,2194902,2023-03-09T10:29:51.516244Z,2021-08-31T10:46:13.263848Z,0.1.4,Task-local container for arbitrary data.,https://github.com/TrueLayer/task-local-extensions
cargo-lock,11561959,1516323,2025-01-19T03:03:33.212355Z,2019-09-21T04:19:18.783164Z,10.1.0,Self-contained Cargo.lock parser with optional dependency graph analysis,https://github.com/rustsec/rustsec
tokio-fs,11540346,340495,2020-02-05T00:25:24.864276Z,2018-02-01T17:42:57.822969Z,0.2.0-alpha.6,"Filesystem API for Tokio.
",https://github.com/tokio-rs/tokio
test-case-core,11528614,5178349,2023-11-17T20:16:23.910151Z,2023-02-13T08:39:52.817918Z,3.3.1,Provides core functionality for parsing #[test_case(...)] procedural macro attribute for generating parametrized test cases easily,https://github.com/frondeus/test-case
byte-unit,11506815,1224894,2024-11-02T14:24:10.363939Z,2018-07-29T16:02:36.504424Z,5.1.6,A library for interacting with units of bytes.,https://github.com/magiclen/byte-unit
proc-macro-error2,11501919,8367961,2024-09-06T20:04:43.796942Z,2023-08-26T11:26:40.981990Z,2.0.1,Almost drop-in replacement to panics in proc-macros,https://github.com/GnomedDev/proc-macro-error-2
enumn,11499445,2448470,2024-07-30T05:57:57.757718Z,2018-12-06T09:51:19.819047Z,0.1.14,Convert number to enum,https://github.com/dtolnay/enumn
proc-macro-error-attr2,11497440,8366892,2024-09-05T11:14:52.301350Z,2024-09-01T22:11:25.963845Z,2.0.0,Attribute macro for the proc-macro-error2 crate,https://github.com/GnomedDev/proc-macro-error-2
zune-core,11444578,5978283,2024-07-21T13:46:35.861088Z,2023-02-25T20:32:13.382386Z,0.5.0-rc2,Core utilities for image processing in the zune family of crates,https://github.com/etemesi254/zune-image
lsp-types,11426751,1483246,2024-06-04T12:38:56.735619Z,2019-01-11T20:05:25.140469Z,0.97.0,"Types for interaction with a language server, using VSCode's Language Server Protocol",https://github.com/gluon-lang/lsp-types
subprocess,11419107,1279140,2022-05-15T11:48:55.304215Z,2017-01-14T23:04:56.217060Z,0.2.9,"Execution of child processes and pipelines, inspired by Python's subprocess
module, with Rust-specific extensions.
",https://github.com/hniksic/rust-subprocess
profiling,11417894,2660546,2024-10-14T03:42:55.634865Z,2020-11-25T19:32:39.066195Z,1.0.16,This crate provides a very thin abstraction over other profiler crates.,https://github.com/aclysma/profiling
string,11411772,191273,2024-09-13T16:14:11.884955Z,2017-07-25T19:44:21.614062Z,0.3.1,A UTF-8 encoded string with configurable byte storage.,https://github.com/carllerche/string
typeid,11399218,5999556,2025-03-04T00:22:40.440718Z,2024-05-13T10:52:11.529794Z,1.0.3,Const TypeId and non-'static TypeId,https://github.com/dtolnay/typeid
yada,11389960,1072840,2024-02-25T06:48:14.095349Z,2020-09-20T13:04:46.431404Z,0.5.1,Yada is a yet another double-array trie library aiming for fast search and compact data representation.,https://github.com/takuyaa/yada
string-interner,11380590,2952471,2025-02-11T15:41:34.649494Z,2017-02-06T00:10:54.307279Z,0.19.0,"Efficient string interner with minimal memory footprint
and fast access to the underlying strings.
",https://github.com/robbepop/string-interner
wit-bindgen-rt,11374974,10383938,2025-03-13T02:06:21.671810Z,2024-03-01T21:41:06.168372Z,0.41.0,"Internal runtime support for the `wit-bindgen` crate.
",https://github.com/bytecodealliance/wit-bindgen
pkcs5,11343085,3273984,2025-02-15T00:34:23.372766Z,2020-06-12T14:01:10.523029Z,0.8.0-rc.3,"Pure Rust implementation of Public-Key Cryptography Standards (PKCS) #5:
Password-Based Cryptography Specification Version 2.1 (RFC 8018)
",https://github.com/RustCrypto/formats
embedded-hal,11326696,3007546,2024-01-09T21:39:43.662055Z,2018-01-16T22:46:10.990824Z,1.0.0, A Hardware Abstraction Layer (HAL) for embedded systems ,https://github.com/rust-embedded/embedded-hal
parity-wasm,11305812,842144,2022-05-26T11:28:32.718825Z,2017-04-12T19:39:41.562712Z,0.45.0,WebAssembly low-level format library,https://github.com/paritytech/parity-wasm
ndk,11292362,3047329,2024-04-26T15:15:21.991128Z,2020-04-22T21:40:19.676971Z,0.9.0,Safe Rust bindings to the Android NDK,https://github.com/rust-mobile/ndk
jsonrpc-core,11275037,811356,2021-07-20T15:53:06.950767Z,2016-01-18T15:30:55.704995Z,18.0.0,Transport agnostic rust implementation of JSON-RPC 2.0 Specification.,https://github.com/paritytech/jsonrpc
gl_generator,11271427,2182284,2019-10-03T10:44:28.795911Z,2014-11-12T18:21:59.033880Z,0.14.0,Code generators for creating bindings to the Khronos OpenGL APIs.,https://github.com/brendanzab/gl-rs/
sealed,11245396,3219290,2024-10-06T16:19:07.451936Z,2020-12-17T14:15:07.906176Z,0.6.0,Macro for sealing traits and structures,https://github.com/jmg-duarte/sealed-rs
ascii_utils,11224902,2292389,2017-01-31T11:02:59.368219Z,2016-12-07T16:09:02.005042Z,0.9.3,Utilities to handle ASCII characters,https://github.com/tredoe/ascii_utils
cpu-time,11198798,2654902,2019-10-27T22:41:49.171117Z,2018-08-23T14:55:17.769217Z,1.0.0,"    Small crate that provides CPU time measurement.
",
wasmtime-cranelift,11183330,1529701,2025-03-20T14:51:38.916458Z,2020-09-23T18:55:05.358247Z,31.0.0,Integration between Cranelift and Wasmtime,https://github.com/bytecodealliance/wasmtime
gio-sys,11170096,1660775,2025-02-16T11:11:54.754666Z,2015-09-09T19:30:51.513917Z,0.20.9,FFI bindings to libgio-2.0,https://github.com/gtk-rs/gtk-rs-core
fast_chemail,11154954,2291388,2019-02-15T12:02:40.474144Z,2016-12-07T16:21:01.652704Z,0.9.6,Check email address,https://gitlab.com/fast_chemail/fast_chemail-rs
ab_glyph,11132991,2416011,2024-10-05T11:10:58.488121Z,2020-04-10T12:02:46.276833Z,0.2.29,"API for loading, scaling, positioning and rasterizing OpenType font glyphs.",https://github.com/alexheretic/ab-glyph
actix,11125012,984699,2024-06-09T18:41:11.428390Z,2017-09-25T16:26:55.871980Z,0.13.5,Actor framework for Rust,https://github.com/actix/actix
prodash,11106479,2733948,2025-03-11T07:32:13.742147Z,2020-02-16T13:35:25.721070Z,29.0.1,A dashboard for visualizing progress of asynchronous and possibly blocking tasks,https://github.com/Byron/prodash
regress,11071396,2906046,2025-01-21T00:17:48.773728Z,2020-05-25T00:17:36.572850Z,0.10.3,A regular expression engine targeting EcmaScript syntax,https://github.com/ridiculousfish/regress
rust-argon2,11065220,763067,2024-01-08T19:35:56.330971Z,2017-03-02T19:20:48.506261Z,2.1.0,Rust implementation of the Argon2 password hashing function.,https://github.com/sru-systems/rust-argon2
cranelift-wasm,11050621,1001375,2024-11-05T19:22:55.441350Z,2018-07-13T16:30:52.036660Z,0.112.3,Translator from WebAssembly to Cranelift IR,https://github.com/bytecodealliance/wasmtime
sentry-tracing,11041404,2242174,2025-04-01T11:45:19.548729Z,2021-07-08T08:01:27.341712Z,0.37.0,"Sentry integration for tracing and tracing-subscriber crates.
",https://github.com/getsentry/sentry-rust
onig,11026403,1826175,2022-08-09T06:34:55.753625Z,2016-01-13T07:56:36.245715Z,6.4.0,"Rust-Onig is a set of Rust bindings for the
Oniguruma regular expression library. Oniguruma
is a modern regex library with support for
multiple character encodings and regex syntaxes.
",http://github.com/iwillspeak/rust-onig
cocoa,11005696,2371174,2024-08-11T11:26:26.370971Z,2015-02-12T11:46:36.178772Z,0.26.0,Bindings to Cocoa for macOS,https://github.com/servo/core-foundation-rs
traitobject,11005084,266948,2025-02-13T09:47:18.773006Z,2015-04-02T20:05:28.709587Z,0.1.1,Unsafe helpers for working with raw trait objects.,https://github.com/reem/rust-traitobject.git
opentelemetry-jaeger,10982720,725546,2024-05-15T17:19:37.026720Z,2020-02-08T01:47:13.896285Z,0.22.0,Jaeger exporter for OpenTelemetry,https://github.com/open-telemetry/opentelemetry-rust/tree/main/opentelemetry-jaeger
sea-query-binder,10975604,3077908,2024-10-17T07:12:27.637746Z,2022-07-01T12:05:07.440900Z,0.7.0,Driver library for using SeaQuery with SQLx,https://github.com/SeaQL/sea-query
android_log-sys,10972873,1426321,2025-03-04T09:36:10.495130Z,2016-02-23T21:09:33.745370Z,0.3.2,"FFI bindings to Android log Library.
",https://github.com/rust-mobile/android_log-sys-rs
normpath,10970075,2033800,2024-08-03T14:12:24.003948Z,2020-11-09T04:33:15.406609Z,1.3.0,"More reliable path manipulation
",https://github.com/dylni/normpath
term_size,10969385,379056,2020-05-03T02:34:43.778544Z,2016-06-30T02:37:02.665770Z,1.0.0-beta1,functions for determining terminal sizes and dimensions,https://github.com/kbknapp/term_size-rs.git
netlink-sys,10956828,1727178,2024-12-10T10:23:31.446942Z,2018-07-11T00:07:39.938490Z,0.8.7,"netlink sockets, with optional integration with tokio",https://github.com/rust-netlink/netlink-sys
